Nombre,Descripcion,Vendedor,Imagenes
Tabla para Picadas,Realizada en madera de barrica de roble. Fresado y lijado de duela de barrica. Patas de corcho. Tratado con aceites naturales. Apto para alimentos. Limpiar con agua y detergente.,quba tabla picada,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/06/32-quba-tabla-picada.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/06/32-QUBA-15.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/06/32-QUBA-14.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/06/32-QUBA-13.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/06/32-QUBA-12.jpg
Bandeja con Zunchos,Bandeja para asado. Realizada en madera de roble reciclada de barricas en desuso. Manijas de zuncho del barril.,QUBA bandeja,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/06/32-QUBA-bandeja.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/06/32-QUBA-2.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/06/32-QUBA-3.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/06/32-QUBA-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/06/32-QUBA-5.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/06/32-QUBA-7.jpg
Tortitas y Pan Casero,"Elaboración artesanal de tortitas, pan, facturas, pastelitos y tortas fritas.",LA MASA (7),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/10-LA-MASA-7.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/10-LA-MASA-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/10-LA-MASA-2.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/10-LA-MASA-3.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/10-LA-MASA-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/10-LA-MASA-5.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/10-LA-MASA-6.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/10-LA-MASA-8.jpg
Budines,,EL ARCA -panificados (1),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-9.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-8.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-7.jpg
Pan Focaccia,"La focaccia es una especie de pan plano cubierto con hierbas y otros productos alimenticios. Se trata de un plato tradicional de la cocina italiana muy relacionado con la popular pizza. Variedad de Sabores: Original, Salame y Jamón crudo",EL ARCA -panificados (6),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-6.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-2.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-3.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-7.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-8.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/7-EL-ARCA-panificados-9.jpg
Aceto Balsámico,"Aceto Balsámico artesanal hechos de Vinagre de Vino malbec y Aceto de arrope de uva, macerados 6 meses en barrica de roble. Presentación de 1/2 litro y de 1/4 litro.",OLIVARES Y CAVAS DE ROMAN MOLINA (12),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-12.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-2-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-11.jpg
Aceite de Oliva,"Aceite de Oliva artesanal: 70% de aceitunas arbequinas , 30% de arauco prensado en disco de alambre para no romper el carozo, de primera prensada en frío. De aroma suave y gustoso. Presentación de 1 litro – 1/2 litro – 1/4 litro",OLIVARES Y CAVAS DE ROMAN MOLINA (14),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-14.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-13.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-12.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-2-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-11.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-13-1.jpg
Vino Ugni Blanc,Vino Blanco – Ugni Blanc,copia,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-5-copia.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-3.jpg
Vino Malbec,"Vino Malbec, con uvas propias de más provenientes de viñedos de más de 50 años. Molido – Ferementación – Descubado – Estacionamiento",OLIVARES Y CAVAS DE ROMAN MOLINA (4),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/3-OLIVARES-Y-CAVAS-DE-ROMAN-MOLINA-2.jpg
Barras de Cereales,"Barritas de cereal artesanales, a base de arroz inflado, copos de arroz, nueces, almendras, girasol, sésamo y miel. Sabores varios: Pasas de Uva, Arándanos, Coco, Pistacho y Naranja.",BIENESTAR GREEN (7),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/1-BIENESTAR-GREEN-7-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/1-BIENESTAR-GREEN-4-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/1-BIENESTAR-GREEN-5-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/1-BIENESTAR-GREEN-6-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/1-BIENESTAR-GREEN-10-1.jpg
Adornos Navideños,,mailén v,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/31-mailén-v.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/31-MAILEN-VITROFUSIÓN-1.jpg
Cactus y Suculentas,,WA0000,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/IMG-20190918-WA0000.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/27-CASA-DE-CACTUS-7.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/27-CASA-DE-CACTUS-6.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/27-CASA-DE-CACTUS-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/27-CASA-DE-CACTUS-3.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/27-CASA-DE-CACTUS-2.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/IMG-20190923-WA0008.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/IMG-20191003-WA0008.jpg
"Porta Macetas de Madera, Barro y Cerámica","Porta Macetas pintadas a mano. Todos los tamaños. Varios diseños. En cerámica, barro y en cajoncitos de madera.",CASA DE CACTUS (9),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/27-CASA-DE-CACTUS-9.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/27-CASA-DE-CACTUS-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/27-CASA-DE-CACTUS-8.jpg
Souvenir para Bautismo,Souvenir de nena. Varios modelos y diseños. Todo tejido,CREACIONES CAROL (8),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/24-CREACIONES-CAROL-8.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/24-CREACIONES-CAROL-9.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/24-CREACIONES-CAROL-10.jpg
Chal Negro con apliques de Perlas,Chal en color negro. Tejido en puno bareta con perlas y detalles en crochet.,CREACIONES CAROL (4),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/24-CREACIONES-CAROL-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/24-CREACIONES-CAROL-6.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/24-CREACIONES-CAROL-5.jpg
Mantillón Tejido a Dos Agujas,Mantillón para bebé en color azul con vistos en color blanco. Tejido a mano en punto abanico en lana de casmilon.,CREACIONES CAROL (11),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/creaciones-carol-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/24-CREACIONES-CAROL-11.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/24-CREACIONES-CAROL-12.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/creaciones-carol-2.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/creaciones-carol-6.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/creaciones-carol-7.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/creaciones-carol-8.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/creaciones-carol-9.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/creaciones-carol-10.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/creaciones-carol-17.jpg
Aros,,AGATHA (4),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/23-AGATHA-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/23-AGATHA-3-1.jpg
Collar,,AGATHA (1),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/23-AGATHA-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/23-AGATHA-3-1.jpg
Collar Reciclado,Collar realizado con elementos reciclados,AGATHA (5),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/23-AGATHA-5.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/23-AGATHA-3-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/23-AGATHA-6.jpg
Bandeja Cuadrada,,ARTEFANÍA (10),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/20-ARTEFANÍA-10.jpg
Cuadro decorativos,Cuadros decorativos sobre MDF. Técnica de fotomontaje y pintura acrílica. Y técnica de espatulado con acrílico.,ARTEFANÍA (12),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/20-ARTEFANÍA-12.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/20-ARTEFANÍA-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/20-ARTEFANÍA-11.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/20-ARTEFANÍA-9.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/20-ARTEFANÍA-8-1.jpg
Atrapasueños,Técnica del Falso Vitró,ARTEFANÍA (2),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/20-ARTEFANÍA-2.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/20-ARTEFANÍA-5.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/20-ARTEFANÍA-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/20-ARTEFANÍA-3.jpg
Chapitas Identificatorias,Chapitas identificatorias de aluminio estampado. Grabado a mano.,kiwi chapita,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/19-kiwi-chapita.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/19-KIWI-DISEÑO-ANIMAL-11-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/19-KIWI-DISEÑO-ANIMAL-1.jpg
Cuchillo Churrasquero,Cuchillo Churrasquero Largo Total: 245 mm Largo de Hoja: 125 mm Espesor: 3 mm Acero:: 1070 Pulido: Baño de percloruro férrico Cabo: Guayavira,KOYOTE (8),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-8-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-7-2.jpg
Cuchillo Bushcraft,Cuchillo Bushcraft Largo total: 240 mm Largo de Hoja: 130 mm Espesor: 5 mm Acero: 5160 Pulido: Texturado Cabo: Cordel,KOYOTE (10),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-10-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-11-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-9-1.jpg
Cuchillo para Cacería,Cuchillo para cacería-monte. Largo total: 290 mm. Largo de Hoja: 165 mm. Espesor: 4 mm. Acero 1070. Bisel: Medio Plano. Pulido: Desbaste y pulido espejo. Cabo: Incienso teñido,KOYOTE (13),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-13.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-14.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-12.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-6-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-5-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-4-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/18-KOYOTE-6.jpg
Tabla Pizzera con Espátula,Pizzera de madera con dos espátulas,ARTESANÍAS ROLANDO (8),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-8.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-7.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-9.jpg
Set Porta Platos con Cuatro  Platos,Porta platos de madera con 4 platos. Ideal para llevar de camping. También viene la opción de los 4 platos con cubiertos en bolsa de eco cuero decorada con guarda pampa. Consultar precios y diseños.,ARTESANÍAS ROLANDO (12),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-12.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-9.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-3.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-2.jpg
Tabla de Asado,"Tabla de madera con forma de guitarra. Incluye los cubiertos. Ideal para servir el asado! Realizado artesanalmente, con técnica de calado, frezado y lijado. Curado con aceite de oliva.",ARTESANÍAS ROLANDO (4),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-6.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-5.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/11-ARTESANÍAS-ROLANDO-9.jpg
Saco de Dama en Paño con Apliques,"Saco color ladrillo, en tela símil paño, con apliques en fieltro al frente.",NAYAHUÉ HILADOS (3),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/8-NAYAHUÉ-HILADOS-3.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/8-NAYAHUÉ-HILADOS-5.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/8-NAYAHUÉ-HILADOS-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/8-NAYAHUÉ-HILADOS-2.jpg
Biblioteca de Madera,,MUEBLE,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/IXOYE-MUEBLE.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/IXOYE-Biblioteca-2.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/IXOYE-BIBLIOTECA-TERMINADA.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/IXOYE-biblioteca.jpg
Espejo con Detalles en Hierro,Trabajo de restauración y armado.,espejo,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/IXOYE-espejo.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/IXOYE-detalle-de-espejo.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/9-IXOYE-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/9-IXOYE-3.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/9-IXOYE-4.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/9-IXOYE-5.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/05/9-IXOYE-7.jpg
Alpargatas Intervenidas,Zapatillas intervenidas para hombre y para mujer. Talles de adultos y niños también. Modelos exclusivos. Ponele onda a tus zapatillas y hacelas más divertidas!!,INCOPELUSA (12),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-12.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-13.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-10.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-9.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/20190317_103451-alberto-Prieto-rotated.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/20190320_173747-alberto-Prieto-rotated.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/20190427_071650-alberto-Prieto-rotated.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/20191007_190714-alberto-Prieto-rotated.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/IMG-20210409-WA0026-alberto-Prieto.jpg
Remeras Pintadas a Mano,Remeras intervenidas con mandalas pintadas a mano o con el diseño que más te guste. Pintamos a pedido. Varios tamaños. Personalizamos tu remera!!,INCOPELUSA (5),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/REMERA.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-5.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-8.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-7.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-6.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/REMERA-MITAD.jpg
Cinturón de cuero,Cinturón en cuero de vaca con bordado en hilo encerado. Varios modelos y medidas.,INCOPELUSA (19),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-19.jpg
Servilletero de Cuero,Servilleteros de mesa y esquinero.,INCOPELUSA (18),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-18.jpg
Llavero de cuero,Llavero de cuero de vaca con apliques. Ideal para regalar.,INCOPELUSA (20),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-20.jpg
Posa Vasos en Cuero,Posa vasos redondos en cuero. Bordados y pintados a mano. Por 6 o por 12. Diseños a pedido.,INCOPELUSA (16),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-16.jpg
Caja en Cuero,"Caja hecha en cuero de vaca, cocida con hilo y detalles en el frente. Tamaño 15 cm x 15 cm.",INCOPELUSA (15),https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-15.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/6-KKARA-INCOPELUSA-14.jpg
Fanal para Velas,"Fanal de vidrio realizado con venecitas de vidrio, espejos y pastina.",Claudia Spinoza,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/20210331_200723_HDR-Claudia-Spinoza-rotated.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/4-ARTESANÍAS-JT-6.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/4-ARTESANÍAS-JT-7.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/4-ARTESANÍAS-JT-8.jpg
Autitos de Arrastre,"Descripción del Producto : Autos de madera, muy coloridos y divertidos para los mas pequeños. Realizados en madera de pino cepillado, Pintura acrílica no tóxica. Tres modelos: 1- Auto con cordón de arrastre (algodón) y madera reciclada. Terminación con barniz diluyente al agua. 2- Auto mas pequeño sin cordón. 3- Auto grande tipo camioneta. Todos realizados con la misma calidad de madera y técnica de pintura.",WA0013,https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/DSCN0873.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/DSCN0872.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/10245526_1511066999172523_87313582363115452_n.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/26167810_1983663658579519_6298044229400591803_n.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/26219178_1983663588579526_7938424908757336839_n.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/26167574_1983663578579527_4388340817763795036_n.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/IMG-20190425-WA0013.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/IMG-20190425-WA0014.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/IMG-20190425-WA0019.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/IMG-20190425-WA0020.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/ARTESANITO-MENDOZA-1.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/ARTESANITO-MENDOZA-5.jpg | https://www.mendoza.gov.ar/wp-content/uploads/sites/49/2019/04/ARTESANITO-MENDOZA-6.jpg
